wavelength |      transmission
      0.65 |    0.919519919966
     0.651 |    0.921820819542
     0.652 |     0.91051901439
     0.653 |    0.921551965249
     0.654 |    0.923520270769
     0.655 |    0.917342582284
     0.656 |     0.92338211212
     0.657 |    0.922976645584
     0.658 |    0.925785686011
     0.659 |    0.927682608439
      0.66 |    0.929145185871
     0.661 |    0.930874345528
     0.662 |    0.931930134772
     0.663 |    0.932248727838
     0.664 |    0.932828739636
     0.665 |    0.933421494448
     0.666 |    0.933994056866
     0.667 |     0.93457962148
     0.668 |    0.935223723357
     0.669 |    0.935654404092
      0.67 |    0.936217827893
     0.671 |    0.936697838587
     0.672 |    0.937180737024
     0.673 |    0.937648320845
     0.674 |    0.938099417231
     0.675 |    0.938520488641
     0.676 |    0.938946679785
     0.677 |    0.939371043769
     0.678 |    0.939776532976
     0.679 |    0.940149239073
      0.68 |    0.940465949416
     0.681 |     0.94076628552
     0.682 |    0.940992386943
     0.683 |    0.941163378075
     0.684 |    0.941435526591
     0.685 |    0.941943769103
     0.686 |    0.942005834549
     0.687 |     0.77507512237
     0.688 |    0.841955324917
     0.689 |    0.848142543297
      0.69 |    0.859665958424
     0.691 |    0.891889525869
     0.692 |    0.908564023359
     0.693 |    0.907906503354
     0.694 |    0.900709634824
     0.695 |    0.916674253705
     0.696 |    0.912301715137
     0.697 |     0.93954478842
     0.698 |    0.939432064973
     0.699 |    0.923317238943
       0.7 |    0.925059654702
     0.701 |    0.924227559928
     0.702 |     0.92802689314
     0.703 |    0.926477989062
     0.704 |    0.934360368513
     0.705 |     0.93488532922
     0.706 |    0.939713902849
     0.707 |    0.940328050023
     0.708 |    0.940571187063
     0.709 |    0.944473372083
      0.71 |    0.943549739172
     0.711 |    0.944666686284
     0.712 |    0.945984378929
     0.713 |     0.94545675179
     0.714 |    0.944541457377
     0.715 |    0.939968684302
     0.716 |    0.938605270223
     0.717 |    0.879677348897
     0.718 |    0.841859648357
     0.719 |    0.804337259359
      0.72 |    0.820740461494
     0.721 |    0.871733168703
     0.722 |    0.930219367906
     0.723 |    0.889288683212
     0.724 |    0.850034655023
     0.725 |    0.850343716048
     0.726 |    0.876779658014
     0.727 |    0.872687093581
     0.728 |    0.856309610042
     0.729 |    0.877856500756
      0.73 |    0.901526320962
     0.731 |    0.875438256234
     0.732 |    0.906489487735
     0.733 |    0.930651278516
     0.734 |    0.936198071766
     0.735 |    0.934120242508
     0.736 |    0.936422513423
     0.737 |    0.935357695471
     0.738 |    0.946557296043
     0.739 |    0.944178800068
      0.74 |    0.950242941695
     0.741 |    0.952605724899
     0.742 |    0.954500437373
     0.743 |    0.955373336539
     0.744 |    0.956475287999
     0.745 |     0.95725325245
     0.746 |    0.957356240618
     0.747 |    0.957692503108
     0.748 |    0.958007585304
     0.749 |    0.958304398494
      0.75 |    0.958476092843
     0.751 |     0.95877790645
     0.752 |    0.959096574539
     0.753 |    0.959437385017
     0.754 |    0.959675829056
     0.755 |    0.959950104172
     0.756 |    0.960178907355
     0.757 |    0.960406603588
     0.758 |    0.960547169785
     0.759 |    0.959139260881
      0.76 |    0.456438790897
     0.761 |    0.358064214569
     0.762 |    0.729270991522
     0.763 |    0.522492088109
     0.764 |    0.642283365704
     0.765 |    0.716920876186
     0.766 |    0.800434746523
     0.767 |    0.870725567149
     0.768 |    0.927357461881
     0.769 |    0.941412306782
      0.77 |    0.954150891705
     0.771 |    0.959783802227
     0.772 |    0.961163618048
     0.773 |    0.961603599002
     0.774 |    0.962017039801
     0.775 |    0.962337701999
     0.776 |    0.962515803789
     0.777 |    0.962693061254
     0.778 |    0.962718711781
     0.779 |     0.96279568718
      0.78 |    0.962924704674
     0.781 |    0.963153461755
     0.782 |    0.963181114802
     0.783 |    0.963318009871
     0.784 |    0.963086592325
     0.785 |     0.96291307015
     0.786 |    0.962394020006
     0.787 |    0.957168082834
     0.788 |    0.955955562447
     0.789 |    0.952777361276
      0.79 |    0.942805677755
     0.791 |    0.951138101175
     0.792 |    0.952270203789
     0.793 |    0.950762601473
     0.794 |    0.963177131971
     0.795 |    0.960570739198
     0.796 |    0.947321427832
     0.797 |     0.94791611355
     0.798 |    0.959652945902
     0.799 |    0.955947718012
       0.8 |    0.951773868007
     0.801 |    0.951145882455
     0.802 |    0.951450310704
     0.803 |    0.950380262377
     0.804 |    0.952563062221
     0.805 |    0.955227482209
     0.806 |    0.961040472356
     0.807 |    0.959282898971
     0.808 |    0.960848036811
     0.809 |    0.956543481362
      0.81 |    0.952075197267
     0.811 |    0.947762468444
     0.812 |    0.936666490849
     0.813 |    0.927982543859
     0.814 |    0.872796708912
     0.815 |    0.867715206998
     0.816 |    0.828944275205
     0.817 |    0.843945957447
     0.818 |    0.836800934736
     0.819 |    0.889623340197
      0.82 |    0.860273872458
     0.821 |     0.93862355643
     0.822 |     0.92463877412
     0.823 |    0.742239952098
     0.824 |    0.909215646732
     0.825 |    0.924056878036
     0.826 |    0.904004644887
     0.827 |    0.928889133193
     0.828 |    0.853042223177
     0.829 |    0.908637961719
      0.83 |     0.90074283469
     0.831 |    0.906061673539
     0.832 |    0.887252474423
     0.833 |    0.941493437996
     0.834 |    0.920739350148
     0.835 |    0.955694630822
     0.836 |    0.935213231628
     0.837 |      0.9584088666
     0.838 |    0.952113891744
     0.839 |     0.95849911885
      0.84 |    0.960839884474
     0.841 |    0.957980967194
     0.842 |    0.962001548694
     0.843 |    0.965646359464
     0.844 |    0.963092077122
     0.845 |    0.967740398151
     0.846 |    0.967964698968
     0.847 |    0.970086521661
     0.848 |    0.967650536057
     0.849 |    0.968294411312
      0.85 |    0.968895306568
     0.851 |    0.965546971715
     0.852 |    0.967796695547
     0.853 |    0.968976959762
     0.854 |    0.967137450175
     0.855 |    0.970130673126
     0.856 |     0.96902552985
     0.857 |    0.970403569951
     0.858 |    0.970401287924
     0.859 |    0.970743135206
      0.86 |    0.971730036909
     0.861 |    0.971658841553
     0.862 |    0.972101172531
     0.863 |     0.97207710729
     0.864 |    0.972488336489
     0.865 |    0.972568812238
     0.866 |    0.972729384577
     0.867 |    0.972853236037
     0.868 |    0.972958072835
     0.869 |     0.97306333517
      0.87 |    0.973191165415
     0.871 |    0.973220960104
     0.872 |    0.973383214206
     0.873 |    0.973463633308
     0.874 |    0.973420568179
     0.875 |    0.973484303367
     0.876 |    0.973427853326
     0.877 |    0.973549675818
     0.878 |    0.973341014711
     0.879 |    0.973424554693
      0.88 |    0.973590942114
     0.881 |    0.972368738759
     0.882 |    0.972282244994
     0.883 |    0.973192282639
     0.884 |    0.973009297534
     0.885 |    0.972818482982
     0.886 |    0.969437798412
     0.887 |    0.971712011462
     0.888 |    0.968393971062
     0.889 |    0.974238350368
      0.89 |    0.969178128844
     0.891 |    0.971777791014
     0.892 |    0.966580152662
     0.893 |    0.952476792836
     0.894 |    0.943727147266
     0.895 |    0.919794572443
     0.896 |     0.88754552568
     0.897 |    0.825874349444
     0.898 |    0.860633367289
     0.899 |    0.727583227538
       0.9 |    0.877896980097
     0.901 |    0.802718472749
     0.902 |    0.862615943074
     0.903 |    0.833772268346
     0.904 |    0.943688628139
     0.905 |    0.929010784869
     0.906 |    0.901211735999
     0.907 |    0.822311079315
     0.908 |    0.823824518294
     0.909 |     0.85382922322
      0.91 |    0.822333799371
     0.911 |    0.856047597512
     0.912 |    0.854949158205
     0.913 |    0.825867063169
     0.914 |    0.813674558966
     0.915 |    0.870875725687
     0.916 |    0.780137850273
     0.917 |    0.890805275703
     0.918 |      0.7967992387
     0.919 |    0.889443084204
      0.92 |    0.896428358778
     0.921 |    0.929677250694
     0.922 |    0.884319254355
     0.923 |    0.926497548731
     0.924 |    0.894031107406
     0.925 |    0.879356816086
     0.926 |    0.900582391616
     0.927 |     0.93361195836
     0.928 |    0.816154660747
     0.929 |    0.800270144026
      0.93 |    0.685102022731
     0.931 |    0.666735338675
     0.932 |    0.574308876684
     0.933 |    0.503406992847
     0.934 |    0.407892863838
     0.935 |    0.494103864457
     0.936 |    0.398494496752
     0.937 |    0.422841988729
     0.938 |    0.468911934049
     0.939 |    0.672276015685
      0.94 |    0.741032212444
     0.941 |    0.650485841653
     0.942 |     0.68055553459
     0.943 |    0.524478626759
     0.944 |    0.571304300313
     0.945 |    0.650884907756
     0.946 |    0.463645706002
     0.947 |    0.662825965772
     0.948 |     0.52498330847
     0.949 |    0.771242005366
      0.95 |    0.392701344276
     0.951 |     0.82041638601
     0.952 |    0.549254886194
     0.953 |    0.624178883179
     0.954 |    0.724615854883
     0.955 |     0.67285552084
     0.956 |    0.629472010674
     0.957 |    0.583435446108
     0.958 |    0.725011654204
     0.959 |    0.662500592507
      0.96 |    0.713971312605
     0.961 |    0.728762163783
     0.962 |    0.728530692074
     0.963 |    0.768478105807
     0.964 |    0.742001838337
     0.965 |    0.767750914516
     0.966 |    0.784311961737
     0.967 |    0.770149870709
     0.968 |    0.889379226992
     0.969 |    0.917922281045
      0.97 |    0.886255108581
     0.971 |    0.940955295844
     0.972 |    0.912677635945
     0.973 |    0.870600975526
     0.974 |    0.843404460573
     0.975 |    0.852278171784
     0.976 |    0.837822296116
     0.977 |    0.883360724782
     0.978 |    0.888413716964
     0.979 |     0.88475447233
      0.98 |    0.863295030477
     0.981 |    0.945683176937
     0.982 |    0.933614109252
     0.983 |    0.911931123893
     0.984 |    0.967695703926
     0.985 |    0.928285139676
     0.986 |    0.970706655175
     0.987 |    0.966165907216
     0.988 |    0.962395349446
     0.989 |    0.976502621939
      0.99 |    0.964958020696
     0.991 |    0.975384737304
     0.992 |    0.976988657315
     0.993 |    0.969774015996
     0.994 |    0.977358717266
     0.995 |    0.979165311947
     0.996 |    0.978396139769
     0.997 |     0.97859601496
     0.998 |    0.978662296773
     0.999 |    0.978469063751
       1.0 |    0.975869374025
     1.001 |    0.979083777913
     1.002 |    0.970194596042
     1.003 |    0.978293298471
     1.004 |    0.976069867815
     1.005 |    0.979902422395
     1.006 |     0.97779120955
     1.007 |     0.97891464793
     1.008 |    0.976764777378
     1.009 |    0.975357762121
      1.01 |    0.973632079096
     1.011 |    0.979730634537
     1.012 |    0.977408047816
     1.013 |    0.979916723487
     1.014 |    0.979749944046
     1.015 |    0.979976946067
     1.016 |    0.979220703884
     1.017 |    0.978888364297
     1.018 |    0.981068574406
     1.019 |    0.976219392981
      1.02 |    0.980772956618
     1.021 |    0.980683206081
     1.022 |    0.979577584521
     1.023 |    0.979348207112
     1.024 |    0.975161731424
     1.025 |    0.980974388562
     1.026 |    0.979806113912
     1.027 |    0.980393990846
     1.028 |    0.979765322138
     1.029 |    0.979592728139
      1.03 |    0.981314539174
     1.031 |    0.980699360376
     1.032 |    0.981646539064
     1.033 |    0.981318407727
     1.034 |    0.981654783881
     1.035 |    0.981728457664
     1.036 |     0.98147522895
     1.037 |    0.981403111533
     1.038 |    0.981641091086
     1.039 |    0.981510273293
      1.04 |    0.981592886016
     1.041 |    0.981421848909
     1.042 |    0.981560506663
     1.043 |     0.98159766255
     1.044 |    0.981586823712
     1.045 |    0.981473647255
     1.046 |    0.981351823456
     1.047 |    0.981267265519
     1.048 |    0.981199903201
     1.049 |    0.980682818116
      1.05 |    0.980345132761
     1.051 |    0.980476213008
     1.052 |     0.97985948073
     1.053 |    0.979752902098
     1.054 |     0.97942136517
     1.055 |    0.978874155497
     1.056 |    0.978195040284
     1.057 |      0.9774707957
     1.058 |    0.976650830847
     1.059 |    0.975877261488
      1.06 |    0.975437082395
     1.061 |    0.975024260749
     1.062 |    0.974277093058
     1.063 |    0.973574845438
     1.064 |    0.973526891575
     1.065 |    0.971739698868
     1.066 |    0.972702447984
     1.067 |    0.972820728506
     1.068 |    0.971671450631
     1.069 |    0.972200776336
      1.07 |    0.973629043123
     1.071 |    0.977322224233
     1.072 |    0.974425582374
     1.073 |    0.976112929902
     1.074 |    0.980000007495
     1.075 |    0.968437162519
     1.076 |    0.979176777597
     1.077 |    0.971413476206
     1.078 |    0.971245121359
     1.079 |    0.981814343843
      1.08 |    0.965439728758
     1.081 |    0.966117236688
     1.082 |    0.977838349789
     1.083 |    0.976890816977
     1.084 |    0.958856261497
     1.085 |    0.972470917002
     1.086 |    0.933035872824
     1.087 |     0.96776837834
     1.088 |    0.975816559598
     1.089 |    0.963179259093
      1.09 |    0.944720682335
     1.091 |    0.971291319049
     1.092 |      0.9796425308
     1.093 |    0.909928960887
     1.094 |    0.969095049048
     1.095 |    0.935130079335
     1.096 |    0.918593388411
     1.097 |    0.976523215659
     1.098 |    0.919277906093
     1.099 |    0.926143126214
       1.1 |    0.894689293572
     1.101 |    0.902359779361
     1.102 |    0.894893819135
     1.103 |    0.881546670815
     1.104 |    0.862619605334
     1.105 |     0.93478462793
     1.106 |     0.81809255673
     1.107 |    0.902430244319
     1.108 |    0.835566835427
     1.109 |    0.843047426825
      1.11 |    0.905196763082
     1.111 |    0.733192135982
     1.112 |    0.834355407671
     1.113 |    0.666671282326
     1.114 |    0.723864111897
     1.115 |    0.641569923651
     1.116 |    0.588660862013
     1.117 |    0.352602609744
     1.118 |    0.625480630828
     1.119 |    0.442732338128
      1.12 |    0.484007391021
     1.121 |    0.610526559624
     1.122 |    0.361822449287
     1.123 |    0.486091463492
     1.124 |    0.413313923575
     1.125 |    0.498122678524
     1.126 |    0.274808488916
     1.127 |    0.567718164344
     1.128 |     0.44428085094
     1.129 |    0.467080478809
      1.13 |    0.357167355357
     1.131 |    0.781700295865
     1.132 |    0.654644755793
     1.133 |    0.565859165039
     1.134 |     0.27556684481
     1.135 |     0.10536541588
     1.136 |    0.485955226964
     1.137 |    0.780501749577
     1.138 |    0.626102015551
     1.139 |    0.736773784244
      1.14 |    0.650777434454
     1.141 |    0.617294902583
     1.142 |    0.642476236886
     1.143 |    0.785302606235
     1.144 |    0.437224893495
     1.145 |    0.534407848008
     1.146 |    0.578747223443
     1.147 |    0.334075845122
     1.148 |    0.704115501469
     1.149 |    0.641453936904
      1.15 |    0.437360864462
     1.151 |    0.628141345005
     1.152 |     0.70557527577
     1.153 |    0.624505702144
     1.154 |    0.506006324928
     1.155 |    0.748513153318
     1.156 |      0.7119246292
     1.157 |    0.753431765829
     1.158 |    0.746285112463
     1.159 |    0.794134642923
      1.16 |    0.696913565923
     1.161 |    0.821511689468
     1.162 |    0.831155036154
     1.163 |    0.925711419238
     1.164 |    0.864481190838
     1.165 |    0.845904443424
     1.166 |    0.844920962525
     1.167 |    0.866901752676
     1.168 |    0.871528920812
     1.169 |    0.914106312633
      1.17 |    0.918469984531
     1.171 |     0.90474260007
     1.172 |    0.911747931744
     1.173 |     0.92709968977
     1.174 |    0.782229944365
     1.175 |    0.913837228161
     1.176 |    0.959400982089
     1.177 |    0.941193284274
     1.178 |    0.813197821452
     1.179 |    0.971558427203
      1.18 |      0.8909506185
     1.181 |    0.925793064549
     1.182 |    0.777814020018
     1.183 |    0.938117290221
     1.184 |    0.890881155317
     1.185 |    0.874195062362
     1.186 |    0.955880915098
     1.187 |    0.934499463859
     1.188 |    0.800134705553
     1.189 |    0.903502776825
      1.19 |    0.944708344013
     1.191 |     0.92164874966
     1.192 |    0.950348281959
     1.193 |    0.925543130459
     1.194 |    0.945628034009
     1.195 |    0.934312302822
     1.196 |    0.915126821922
     1.197 |    0.962745103794
     1.198 |    0.926626288327
     1.199 |    0.857138612717
       1.2 |    0.931693202832
     1.201 |    0.920742608558
     1.202 |    0.918925768826
     1.203 |    0.933638557112
     1.204 |    0.826171563469
     1.205 |    0.920045902235
     1.206 |    0.970629122279
     1.207 |    0.907365295688
     1.208 |    0.932508911606
     1.209 |    0.923087523866
      1.21 |    0.944374088637
     1.211 |    0.922164628632
     1.212 |    0.922983783752
     1.213 |    0.966146146819
     1.214 |    0.927866459938
     1.215 |    0.920870041881
     1.216 |    0.971189853537
     1.217 |    0.953593880146
     1.218 |    0.958836903157
     1.219 |    0.949397073469
      1.22 |     0.95737164373
     1.221 |    0.970609113131
     1.222 |    0.950656611226
     1.223 |    0.954707321846
     1.224 |    0.947792301064
     1.225 |    0.964449745631
     1.226 |    0.975910373691
     1.227 |    0.948739063231
     1.228 |     0.97559493649
     1.229 |     0.97567197036
      1.23 |    0.967043385259
     1.231 |    0.980629584383
     1.232 |    0.980768841236
     1.233 |    0.966160028418
     1.234 |    0.982803705235
     1.235 |    0.980810151357
     1.236 |    0.981865573965
     1.237 |    0.977589832946
     1.238 |    0.981904736103
     1.239 |    0.981358110623
      1.24 |    0.981830515204
     1.241 |    0.978836074135
     1.242 |    0.981233735771
     1.243 |    0.981137309238
     1.244 |    0.979921816974
     1.245 |    0.980228983214
     1.246 |    0.979957904696
     1.247 |    0.978688555684
     1.248 |     0.97660150843
     1.249 |    0.978167516919
      1.25 |     0.97558339385
     1.251 |     0.97350351528
     1.252 |     0.97536924023
     1.253 |    0.969830807506
     1.254 |    0.966294913107
     1.255 |    0.971730322004
     1.256 |     0.96112533598
     1.257 |    0.957604053506
     1.258 |    0.966065323592
     1.259 |    0.948196989634
      1.26 |    0.949935402852
     1.261 |    0.925287421626
     1.262 |    0.933748877631
     1.263 |     0.89822955588
     1.264 |    0.883001411828
     1.265 |    0.911957847076
     1.266 |    0.897475960203
     1.267 |    0.904629632923
     1.268 |    0.885089280941
     1.269 |    0.733642899297
      1.27 |    0.904369915198
     1.271 |    0.926791848769
     1.272 |    0.931514666846
     1.273 |    0.930277718072
     1.274 |    0.931399550202
     1.275 |    0.945473538058
     1.276 |    0.945710949944
     1.277 |    0.952376492588
     1.278 |    0.963060866726
     1.279 |    0.963671459164
      1.28 |    0.962989199359
     1.281 |    0.969726212187
     1.282 |    0.973305352433
     1.283 |    0.978093479625
     1.284 |    0.978334677303
     1.285 |    0.973270989152
     1.286 |    0.981596155267
     1.287 |    0.972511392851
     1.288 |    0.968562349354
     1.289 |    0.958591828418
      1.29 |    0.977277779385
     1.291 |    0.982803807274
     1.292 |    0.953880915225
     1.293 |    0.970540608467
     1.294 |    0.973093446155
     1.295 |    0.969812911103
     1.296 |    0.940368029077
